Tanggal,Terakhir,Pembukaan,Tertinggi,Terendah,Vol.,Perubahan%
10/26/2023,"21.953,90","21.721,00","22.103,80","21.665,10","","-0,32%"
10/25/2023,"22.023,90","21.833,00","22.736,50","21.782,00","","-0,87%"
10/24/2023,"22.216,80","22.412,60","22.668,50","22.071,80","","-1,70%"
10/23/2023,"22.600,50","22.251,70","22.690,50","22.213,30","","0,77%"
10/22/2023,"22.427,60","21.895,90","22.469,60","21.835,00","","1,01%"
10/21/2023,"22.202,80","22.372,70","22.527,60","21.767,00","","0,35%"
10/20/2023,"22.125,80","21.663,10","22.125,80","21.454,20","","0,03%"
10/19/2023,"22.119,80","22.122,80","22.349,70","21.703,00","","0,60%"
10/18/2023,"21.988,90","22.093,80","22.285,70","21.729,00","","0,43%"
10/17/2023,"21.893,90","21.674,10","22.104,80","21.449,20","","1,39%"
10/16/2023,"21.593,10","21.932,90","21.932,90","21.472,20","","-0,93%"
10/15/2023,"21.796,00","22.601,50","22.673,50","21.690,00","","-2,34%"
10/14/2023,"22.318,70","22.040,90","22.583,10","21.655,10","","-1,14%"
10/13/2023,"22.575,60","21.882,90","22.594,50","21.634,60","","2,52%"
10/12/2023,"22.019,90","22.334,70","22.483,60","21.793,00","","-1,67%"
10/11/2023,"22.393,70","22.207,80","22.648,00","22.090,80","","0,13%"
10/10/2023,"22.363,70","22.492,60","22.820,40","22.284,70","","-1,20%"
10/09/2023,"22.634,50","22.872,40","23.111,30","22.078,30","","0,21%"
10/08/2023,"22.586,60","22.089,80","22.587,60","21.690,00","","2,98%"
10/07/2023,"21.932,90","21.703,00","22.162,80","21.223,30","","3,16%"
10/06/2023,"21.261,30","21.113,40","21.803,00","20.991,40","","-0,05%"
10/05/2023,"21.271,30","22.486,60","22.753,50","21.019,40","","-5,15%"
10/04/2023,"22.426,60","21.907,90","23.008,30","21.607,10","","1,83%"
10/03/2023,"22.023,90","21.127,40","22.094,30","20.937,50","","1,72%"
10/02/2023,"21.652,10","22.516,60","22.516,60","21.510,10","","-2,08%"
10/01/2023,"22.111,80","23.258,20","23.335,10","22.013,90","","-5,32%"
09/30/2023,"23.354,10","23.883,80","23.993,80","23.175,20","","-3,88%"
09/29/2023,"24.297,60","24.740,40","25.101,20","24.297,60","","-1,95%"
09/28/2023,"24.781,30","25.488,00","25.643,90","24.509,50","","-0,57%"
09/27/2023,"24.922,30","24.655,40","25.139,10","24.486,50","","1,51%"
09/26/2023,"24.550,50","23.642,00","25.036,20","23.535,00","","0,83%"
09/25/2023,"24.347,60","23.275,20","24.472,50","22.969,30","","5,00%"
09/24/2023,"23.187,20","24.368,60","24.402,60","23.020,30","","-4,80%"
09/23/2023,"24.356,60","24.156,70","24.415,50","23.603,00","","1,18%"
09/22/2023,"24.073,70","23.948,80","25.251,10","23.933,80","","-1,30%"
09/21/2023,"24.391,60","22.962,30","24.668,40","22.753,50","","6,22%"
09/20/2023,"22.964,30","22.553,60","23.039,30","22.255,20","","5,27%"
09/19/2023,"21.815,50","21.655,10","21.832,00","21.233,30","","1,12%"
09/18/2023,"21.573,10","21.297,30","21.753,00","21.183,30","","0,33%"
09/17/2023,"21.503,20","21.545,10","21.695,00","21.142,30","","-0,18%"
09/16/2023,"21.542,10","20.931,50","21.693,00","20.741,60","","4,54%"
09/15/2023,"20.605,60","20.341,80","20.723,60","20.018,00","","1,01%"
09/14/2023,"20.398,80","20.810,50","21.080,40","20.236,80","","-4,42%"
09/13/2023,"21.341,20","21.526,10","21.832,50","21.251,30","","-0,25%"
09/12/2023,"21.395,20","20.896,50","21.733,00","20.896,50","","-1,08%"
09/11/2023,"21.628,10","21.628,10","21.628,10","21.628,10","","0,00%"
09/10/2023,"21.628,10","21.745,00","22.143,80","21.307,30","","-1,00%"
09/09/2023,"21.846,00","21.368,20","21.866,00","21.277,80","","2,24%"
09/08/2023,"21.368,20","21.706,00","21.740,00","21.273,80","","-2,03%"
09/07/2023,"21.811,00","21.823,00","22.167,80","21.664,10","","-2,45%"
09/06/2023,"22.359,70","22.287,70","22.387,70","21.876,90","","1,65%"
09/05/2023,"21.996,90","21.736,00","22.358,70","21.636,10","","1,37%"
09/04/2023,"21.700,00","21.697,00","22.357,70","21.673,10","","-0,99%"
09/03/2023,"21.916,90","22.229,80","22.470,60","21.774,00","","-2,65%"
09/02/2023,"22.513,60","22.007,90","22.580,60","21.838,00","","2,36%"
09/01/2023,"21.993,90","22.457,60","22.716,50","21.668,10","","-4,56%"
08/31/2023,"23.044,30","23.731,90","24.037,80","22.972,30","","-2,59%"
08/30/2023,"23.656,00","22.824,40","24.035,80","22.801,40","","5,75%"
08/29/2023,"22.370,70","21.083,40","22.559,10","21.083,40","","4,17%"
08/28/2023,"21.475,20","21.508,10","21.888,90","21.349,70","","-0,50%"
08/27/2023,"21.583,10","22.124,80","22.208,80","21.521,10","","-2,92%"
08/26/2023,"22.232,70","22.866,40","23.526,00","21.973,90","","0,20%"
08/25/2023,"22.187,30","21.994,90","22.619,50","21.942,90","","-1,17%"
08/24/2023,"22.450,60","22.257,70","22.689,50","21.995,90","","0,08%"
08/23/2023,"22.432,60","24.002,80","24.156,70","22.091,80","","-6,43%"
08/22/2023,"23.975,30","24.104,70","25.085,70","23.386,60","","0,53%"
08/21/2023,"23.848,90","21.957,90","23.882,80","21.797,00","","9,38%"
